kernel,phase,pass,ms
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefNormalizePass,0.016
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LibCallsShrinkWrapPass,0.016
saxpy,Module passes (cheap optimization for refprune),AlwaysInlinerPass,0.016
saxpy,Finalize object,Machine Block Frequency Analysis #6,0.015
saxpy,Finalize object,Post-Dominator Tree Construction #3,0.015
saxpy,Finalize object,MachineDominator Tree Construction #12,0.015
saxpy,Finalize object,Remove dead machine instructions #4,0.015
saxpy,Finalize object,Machine Block Frequency Analysis #8,0.014
saxpy,Finalize object,Machine Natural Loop Construction #5,0.014
saxpy,Finalize object,Slot index numbering #4,0.014
saxpy,Finalize object,BreakFalseDeps #2,0.014
saxpy,Finalize object,Canonicalize natural loops #2,0.014
saxpy,Finalize object,X86 LEA Optimize #2,0.014
saxpy,Finalize object,MachineDominator Tree Construction #8,0.014
saxpy,Finalize object,Finalize ISel and expand pseudo-instructions #2,0.014
saxpy,Finalize object,Live DEBUG_VALUE analysis #2,0.014
saxpy,Finalize object,Machine Dominance Frontier Construction #2,0.014
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',AggressiveInstCombinePass,0.014
saxpy,Finalize object,MachinePostDominator Tree Construction #3,0.014
saxpy,Finalize object,MachinePostDominator Tree Construction #4,0.013
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',TailCallElimPass,0.013
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LCSSAPass,0.011
saxpy,Finalize object,Machine Cycle Info Analysis #2,0.009
saxpy,Finalize object,Machine Block Frequency Analysis #10,0.009
saxpy,Finalize object,Machine Natural Loop Construction #6,0.008
saxpy,Finalize object,Check CFA info and insert CFI instructions if needed,0.008
saxpy,Finalize object,Merge disjoint stack slots #2,0.008
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',TailCallElimPass,0.008
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopSimplifyCFGPass,0.008
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LibCallsShrinkWrapPass,0.008
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefNormalizePass,0.008
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',VectorCombinePass,0.008
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',VectorCombinePass,0.008
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefNormalizePass,0.008
saxpy,Finalize object,Machine Block Frequency Analysis #9,0.007
saxpy,Finalize object,Post-Dominator Tree Construction #4,0.007
saxpy,Finalize object,Tail Duplication #2,0.007
saxpy,Finalize object,MachinePostDominator Tree Construction #5,0.007
saxpy,Finalize object,Slot index numbering #3,0.007
saxpy,Finalize object,Post-RA pseudo instruction expansion pass #2,0.007
saxpy,Finalize object,Free MachineFunction #2,0.007
saxpy,Finalize object,Machine Loop Invariant Code Motion #2,0.007
saxpy,Finalize object,Remove unreachable machine basic blocks #2,0.007
saxpy,Finalize object,Init Undef Pass #2,0.007
saxpy,Finalize object,MachineDominator Tree Construction #13,0.007
saxpy,Finalize object,X86 LEA Fixup #2,0.007
saxpy,Finalize object,Machine Block Frequency Analysis #7,0.007
saxpy,Finalize object,Machine Natural Loop Construction #8,0.007
saxpy,Finalize object,Lazy Branch Probability Analysis #2,0.007
saxpy,Finalize object,X86 vzeroupper inserter #2,0.007
saxpy,Finalize object,X86 Optimize Call Frame #2,0.007
saxpy,Finalize object,Natural Loop Information #7,0.007
saxpy,Finalize object,Remove unreachable blocks from the CFG #2,0.007
saxpy,Finalize object,X86 Fixup SetCC #2,0.007
saxpy,Finalize object,PostRA Machine Sink #2,0.007
saxpy,Finalize object,X86 pseudo instruction expansion pass #2,0.007
saxpy,Finalize object,Natural Loop Information #8,0.007
saxpy,Finalize object,Early Tail Duplication #2,0.007
saxpy,Finalize object,X86 cmov Conversion #2,0.007
saxpy,Finalize object,MachinePostDominator Tree Construction #6,0.007
saxpy,Finalize object,Expand memcmp() to load/stores #2,0.007
saxpy,Finalize object,MachineDominator Tree Construction #14,0.007
saxpy,Finalize object,Process Implicit Definitions #2,0.007
saxpy,Finalize object,Merge contiguous icmps into a memcmp #2,0.007
saxpy,Finalize object,Debug Variable Analysis #2,0.007
saxpy,Finalize object,X86 Partial Reduction,0.007
saxpy,Finalize object,Machine Trace Metrics #2,0.007
saxpy,Finalize object,X86 Fixup Vector Constants #2,0.007
saxpy,Finalize object,Interleaved Access Pass #2,0.007
saxpy,Finalize object,Live Stack Slot Analysis #2,0.007
saxpy,Finalize object,ObjC ARC contraction #2,0.007
saxpy,Finalize object,Remove dead machine instructions,0.007
saxpy,Finalize object,MachineDominator Tree Construction #9,0.007
saxpy,Finalize object,Bundle Machine CFG Edges #3,0.007
saxpy,Finalize object,Partially inline calls to library functions #2,0.007
saxpy,Finalize object,Expand Atomic instructions #2,0.007
saxpy,Finalize object,Spill Code Placement Analysis,0.007
saxpy,Finalize object,MachineDominator Tree Construction #11,0.007
saxpy,Finalize object,Scalarize Masked Memory Intrinsics #2,0.007
saxpy,Finalize object,X86 Avoid Store Forwarding Blocks #2,0.007
saxpy,Finalize object,Exception handling preparation #2,0.007
saxpy,Finalize object,Function Alias Analysis Results #4,0.007
saxpy,Finalize object,Virtual Register Map #2,0.007
saxpy,Finalize object,MachineDominator Tree Construction #10,0.007
saxpy,Finalize object,Bundle Machine CFG Edges #4,0.007
saxpy,Finalize object,Replace intrinsics with calls to vector library #2,0.007
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopSimplifyPass,0.007
saxpy,Module passes (cheap optimization for refprune),LCSSAPass,0.007
saxpy,Finalize object,StackMap Liveness Analysis,0.007
saxpy,Finalize object,Natural Loop Information #10,0.007
saxpy,Finalize object,Machine Trace Metrics,0.007
saxpy,Finalize object,Scoped NoAlias Alias Analysis,0.007
saxpy,Finalize object,Natural Loop Information #9,0.007
saxpy,Finalize object,X86 Fixup Inst Tuning #2,0.007
saxpy,Finalize object,Profile summary info,0.007
saxpy,Finalize object,Spill Code Placement Analysis #2,0.007
saxpy,Finalize object,X86 Optimize Call Frame,0.007
saxpy,Finalize object,Machine Loop Invariant Code Motion,0.007
saxpy,Finalize object,Exception handling preparation,0.007
saxpy,Finalize object,Target Pass Configuration,0.007
saxpy,Finalize object,Analyze Machine Code For Garbage Collection,0.007
saxpy,Finalize object,Function Alias Analysis Results #5,0.006
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',VectorCombinePass,0.006
saxpy,Module passes (cheap optimization for refprune),LoopRotatePass,0.006
saxpy,Finalize object,Expand reduction intrinsics #2,0.005
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopSimplifyPass,0.005
saxpy,Module passes (cheap optimization for refprune),EntryExitInstrumenterPass,0.005
saxpy,Module passes (cheap optimization for refprune),AllocTokenPass,0.005
saxpy,Module passes (full optimization),CoroAnnotationElidePass,0.004
saxpy,Module passes (full optimization),LoopInstSimplifyPass,0.004
saxpy,Module passes (full optimization),LowerExpectIntrinsicPass,0.004
saxpy,Module passes (cheap optimization for refprune),CoroConditionalWrapper,0.004
saxpy,Finalize object,X86 Partial Reduction #2,0.003
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LCSSAPass,0.003
saxpy,Module passes (full optimization),AllocTokenPass,0.002
saxpy,Module passes (full optimization),AlwaysInlinerPass,0.002
saxpy,Module passes (full optimization),MergedLoadStoreMotionPass,0.002
saxpy,Module passes (full optimization),AnnotationRemarksPass,0.002
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LCSSAPass,0.002
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SpeculativeExecutionPass,0.002
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MoveAutoInitPass,0.002
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MergedLoadStoreMotionPass,0.002
saxpy,Finalize object,Stack Slot Coloring #2,0.001
saxpy,Finalize object,Optimize machine instruction PHIs #2,0.001
saxpy,Finalize object,Machine Optimization Remark Emitter #5,0.001
saxpy,Finalize object,Local Dynamic TLS Access Clean-up #2,0.001
saxpy,Finalize object,Instrument function entry/exit with calls to e.g. mcount() (post inlining) #2,0.001
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CoroElidePass,0.001
saxpy,Module passes (full optimization),LoopRotatePass,0.0
saxpy,Module passes (full optimization),DivRemPairsPass,0.0
saxpy,Module passes (full optimization),SimpleLoopUnswitchPass,0.0
saxpy,Module passes (full optimization),InjectTLIMappings,0.0
saxpy,Module passes (full optimization),MemProfRemoveInfo,0.0
saxpy,Module passes (full optimization),InvalidateAnalysisPass<llvm::ShouldNotRunFunctionPassesAnalysis>,0.0
saxpy,Module passes (full optimization),MoveAutoInitPass,0.0
saxpy,Module passes (full optimization),CoroSplitPass,0.0
saxpy,Module passes (full optimization),LoopSimplifyCFGPass,0.0
saxpy,Module passes (full optimization),CoroElidePass,0.0
saxpy,Module passes (full optimization),InvalidateAnalysisPass<llvm::AAManager>,0.0
saxpy,Module passes (full optimization),LoopSinkPass,0.0
saxpy,Module passes (full optimization),ArgumentPromotionPass,0.0
saxpy,Module passes (full optimization),OpenMPOptCGSCCPass,0.0
saxpy,Module passes (full optimization),SpeculativeExecutionPass,0.0
saxpy,Module passes (full optimization),EntryExitInstrumenterPass,0.0
saxpy,Module passes (full optimization),ConstantMergePass,0.0
saxpy,Module passes (full optimization),OpenMPOptPass,0.0
saxpy,Module passes (full optimization),CoroCleanupPass,0.0
saxpy,Module passes (full optimization),CoroEarlyPass,0.0
saxpy,Module passes (full optimization),RelLookupTableConverterPass,0.0
saxpy,Module passes (full optimization),Annotation2MetadataPass,0.0
saxpy,Module passes (full optimization),ForceFunctionAttrsPass,0.0
saxpy,Module passes (full optimization),EliminateAvailableExternallyPass,0.0
saxpy,Module passes (full optimization),"RequireAnalysisPass<llvm::ProfileSummaryAnalysis, llvm::Module>",0.0
saxpy,Finalize object,Lower AMX type for load/store #2,0.0
saxpy,Finalize object,Pre-ISel Intrinsic Lowering #3,0.0
saxpy,Finalize object,Basic Alias Analysis (stateless AA impl) #7,0.0
saxpy,Finalize object,X86 Domain Reassignment Pass #2,0.0
saxpy,Finalize object,Insert stack protectors #2,0.0
saxpy,Finalize object,Early If-Conversion #2,0.0
saxpy,Finalize object,X86 Atom pad short functions #2,0.0
saxpy,Finalize object,X86 EFLAGS copy lowering #2,0.0
saxpy,Finalize object,X86 insert wait instruction #2,0.0
saxpy,Finalize object,Post RA top-down list latency scheduler #2,0.0
saxpy,Finalize object,Lazy Branch Probability Analysis #4,0.0
saxpy,Finalize object,Machine Optimization Remark Emitter #6,0.0
saxpy,Finalize object,Tile Register Configure #2,0.0
saxpy,Finalize object,Remove Loads Into Fake Uses #2,0.0
saxpy,Finalize object,Lazy Branch Probability Analysis #6,0.0
saxpy,Finalize object,Detect Dead Lanes #2,0.0
saxpy,Finalize object,Insert XRay ops #2,0.0
saxpy,Finalize object,X86 PIC Global Base Reg Initialization #2,0.0
saxpy,Finalize object,Safe Stack instrumentation pass #2,0.0
saxpy,Finalize object,Module Verifier,0.0
saxpy,Finalize object,Rename Disconnected Subregister Components,0.0
saxpy,Finalize object,Machine Block Frequency Analysis #3,0.0
saxpy,Finalize object,Shadow Stack GC Lowering #2,0.0
saxpy,Finalize object,X86 Suppress APX features for relocation #2,0.0
saxpy,Finalize object,Assignment Tracking Analysis #2,0.0
saxpy,Finalize object,Basic Alias Analysis (stateless AA impl) #6,0.0
saxpy,Finalize object,Unpack machine instruction bundles #2,0.0
saxpy,Finalize object,Expand indirectbr instructions #2,0.0
saxpy,Finalize object,X86 Lower Tile Copy #2,0.0
saxpy,Finalize object,Prepare callbr #2,0.0
saxpy,Finalize object,StackMap Liveness Analysis #2,0.0
saxpy,Finalize object,Pseudo Probe Inserter #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #17,0.0
saxpy,Finalize object,Contiguously Lay Out Funclets #2,0.0
saxpy,Finalize object,X86 Indirect Branch Tracking #2,0.0
saxpy,Finalize object,X86 Indirect Thunks #2,0.0
saxpy,Finalize object,X86 Return Thunks #2,0.0
saxpy,Finalize object,Implement the 'patchable-function' attribute #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #13,0.0
saxpy,Finalize object,Machine Natural Loop Construction #2,0.0
saxpy,Finalize object,Optimization Remark Emitter #2,0.0
saxpy,Finalize object,Fixup Statepoint Caller Saved #2,0.0
saxpy,Finalize object,Lower AMX intrinsics #2,0.0
saxpy,Finalize object,X86 FP Stackifier #2,0.0
saxpy,Finalize object,Basic Alias Analysis (stateless AA impl) #5,0.0
saxpy,Finalize object,X86 DynAlloca Expander #2,0.0
saxpy,Finalize object,X86 speculative load hardening #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #12,0.0
saxpy,Finalize object,Lazy Block Frequency Analysis #6,0.0
saxpy,Finalize object,Argument Stack Rebase #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #11,0.0
saxpy,Finalize object,Stack Frame Layout Analysis #2,0.0
saxpy,Finalize object,Lazy Block Frequency Analysis #4,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #16,0.0
saxpy,Finalize object,X86 Load Value Injection (LVI) Load Hardening #2,0.0
saxpy,Finalize object,Machine Optimization Remark Emitter #8,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #14,0.0
saxpy,Finalize object,Analyze Machine Code For Garbage Collection #2,0.0
saxpy,Finalize object,Insert KCFI indirect call checks #2,0.0
saxpy,Finalize object,Lazy Branch Probability Analysis #5,0.0
saxpy,Finalize object,X86 Load Value Injection (LVI) Ret-Hardening #2,0.0
saxpy,Finalize object,Machine Optimization Remark Emitter #7,0.0
saxpy,Finalize object,Lazy Block Frequency Analysis #5,0.0
saxpy,Finalize object,Machine Sanitizer Binary Metadata #2,0.0
saxpy,Finalize object,Insert fentry calls #2,0.0
saxpy,Finalize object,Remove Redundant DEBUG_VALUE analysis #2,0.0
saxpy,Finalize object,Rename Disconnected Subregister Components #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #15,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #18,0.0
saxpy,Finalize object,Register Allocation Pass Scoring #2,0.0
saxpy,Finalize object,Target Library Information #2,0.0
saxpy,Finalize object,X86 Speculative Execution Side Effect Suppression #2,0.0
saxpy,Finalize object,Local Stack Slot Allocation #2,0.0
saxpy,Finalize object,Create Garbage Collector Module Metadata #3,0.0
saxpy,Finalize object,Tail Duplication,0.0
saxpy,Finalize object,Assumption Cache Tracker #3,0.0
saxpy,Finalize object,Default Regalloc Priority Advisor #3,0.0
saxpy,Finalize object,Target Pass Configuration #3,0.0
saxpy,Finalize object,Library Function Lowering Analysis #3,0.0
saxpy,Finalize object,Target Transform Information #3,0.0
saxpy,Finalize object,Default Regalloc Eviction Advisor #3,0.0
saxpy,Finalize object,Machine Branch Probability Analysis #3,0.0
saxpy,Finalize object,Type-Based Alias Analysis #3,0.0
saxpy,Finalize object,Scoped NoAlias Alias Analysis #3,0.0
saxpy,Finalize object,Profile summary info #3,0.0
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SpeculativeExecutionPass,0.0
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MergedLoadStoreMotionPass,0.0
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MoveAutoInitPass,0.0
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CoroElidePass,0.0
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MergedLoadStoreMotionPass,0.0
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SpeculativeExecutionPass,0.0
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MoveAutoInitPass,0.0
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CoroElidePass,0.0
saxpy,Finalize object,X86 PIC Global Base Reg Initialization,0.0
saxpy,Finalize object,Tile Register Pre-configure #2,0.0
saxpy,Finalize object,Machine Block Frequency Analysis #2,0.0
saxpy,Finalize object,Machine Natural Loop Construction,0.0
saxpy,Finalize object,Compressing EVEX instrs when possible #2,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #19,0.0
saxpy,Finalize object,Lower Garbage Collection Instructions #2,0.0
saxpy,Finalize object,Assignment Tracking Analysis,0.0
saxpy,Finalize object,Lazy Machine Block Frequency Analysis #20,0.0
saxpy,Finalize object,X86 Atom pad short functions,0.0
saxpy,Finalize object,MachineDominator Tree Construction #4,0.0
saxpy,Finalize object,Natural Loop Information #3,0.0
saxpy,Finalize object,Debug Variable Analysis,0.0
saxpy,Finalize object,Basic Alias Analysis (stateless AA impl),0.0
saxpy,Finalize object,X86 Return Thunks,0.0
